text,x,y
"hey, morons in sri lanka: quit panic-buying perishables you absolute nit-witted fuck-nuggets. nobody else is gonna have food and that loaf of bread is gonna be moldy as fuck by the end of the week. also, it's more efficient to give sick people the masks! use. brains. #covid_19",9.310428,2.5513196
"****important message for you all re: covid-19 coronavirus. please read****

?? i have seen a few posts online lately saying that people are slowing down their internet shopping because they may be worried about https://t.co/eensmmv3ve",6.2579603,5.2311673
"@rhett800cc so hard to decide??. as much as i want to hodl my 2 ccdcv4 token. our place is declared to lock down due to covid-19. i will use this to buy some food to stock.
txnid:093bd1db0c0d3a62af15883138a5f57d4cef35ae14e31e602b74489dd2524c7f

my b",9.497546,4.031515
"meanwhile at a grocery store in the netherlands..

 #coronaviruspandemic #pandemic #covid_19 #coronavirus #corona https://t.co/6fbpegsxov",5.2478967,1.213575
"supermarket in london this evening. no toilet papers, no pasta, no rice, no bread, no chicken and red meat. people are disgusting! #covid_19 #london #uk https://t.co/oiyk4n20cn",8.806432,0.4643289
i got people on facebook currently selling toilet paper on bidding groups for outrages prices. this world is disgusting and selfish. #ashamed  #covid_19,6.4195166,-0.43059263
"there's a special place in hell for people hoarding alcohols, sanitizers, and surgical masks then reselling them online at exorbitant prices! malala pa kayo sa covid-19! ?
#covid2019",4.8120074,4.850753
"milan , queue to enter the supermarket . due restrictive emergency measures they let 10 people in at a time, and keep at least a meter away . #covid_19 #italystaystrong #coronavirus #covid19italy https://t.co/ljy0u2b0pf",9.148832,0.22747467
"it is not clear when coupang early morning grocery shopping service started again, but it seems that it was possible to order again since a few days ago. maybe now people are buying groceries offline more than online. #daegu #southkorea #coronavirus",6.943865,1.9385407
"@capshun corona ep out now on never say die records!
track list:
1. china
2. covid-19
3. global
4. travel ban
5. every freaking retail store is out of water and sanitizer",6.3818965,2.9569468
"if you feel the need to pick a fight, please head to your local #supermarket and cut in line.  #covid_19 #coronavirus",5.754889,1.4392557
the coronavirus virus has people buying up all the toilet paper and selling them at jacked up prices on places like amazon too. save some butt wipe for the rest of us. #coronavirus #covd19 #covid_19  #coronaviruspandemic,5.842845,0.20506686
"retail notes growth in demand for groceries, canned food and antiseptics. #wuhanvirus #covd19 #covid19 #covid_19 #coronaviruspandemic https://t.co/fuwe4yjhuo",5.5346713,2.9280987
#covid_19 stole bernie's platform- it lowered oil and plane ticket prices as well as got people some days off.,9.935993,3.894649
"i have ptsd from surviving hurricane katrina.
seeing ""panic shopping"" and depleted stores causes some intense flashbacks for me, it's scary.
i remember how hard it was to get food or water in the aftermath.
please be smart and safe, everyone...
#covid_19",6.940308,2.223002
"@bryan700 @officerbandit @ravagermog imagine your life if the supply chain from manufacturer??warehouse??retail store is disrupted because of lockdowns in cities, counties, states, or nations because of #covid_19 especially is your stock of food includes ",8.203215,2.9434018
dont let be lumped in with toliet paper users folks $adgs $csps $ino these prices arent going to last forever ???? #socialdistancing #thursdaythoughts #thankfulthursday #covid_19 #blockchain #coronaviruspandemic #canceleverythingnow #coronavirusupdate #coronaoutbreak #scam https://t.co/5evt3hcjud,6.6255383,4.002576
"just a thought, but when your in the supermarket, panic buying, maybe put a few extra items in the food bank bit. after all, these people will need the items more than ever ?
seriously, noodles are 14p, cereal is 60p. it's hardly going to break the bank.
#coronavirus #bekind https://t.co/hhdnkpgpvv",9.319177,1.3120254
scenes outside my local supermarket as the country goes into lockdown from 6pm today. don't be a silly twat and bulk buy stuff. there's plenty for everyone and consider more vulnerable people and people who have not been paid yet. #coronaviruspandemic #lockdown #covid_19 https://t.co/gssuhr8gae,7.2203116,2.810463
local shop cutting the price mark off the labels so they can put the prices up. taking advantage of a bad situation #coronaviruspandemic  #covid_19 #coronavirusuk #coronavirus https://t.co/8gl1ihcxdo,5.347694,4.806626
"i would fight everyone in the supermarket 

for the last roll of toilet paper

just for you ?

#covid_19",6.5947676,-0.55986786
"call. demand. amplify:
-free #coronavirus testing 
-paid emergency leave for workers
-enhanced unemployment insurance
-strengthened food security initiatives
-clear protections for frontline workers
-increased federal funds for medicaid
https://t.co/frldjicoro",5.707426,5.9208646
"this #coronavirus #panickbuyinguk is bloody ridiculous, i cant get painkillers for knee pain im suffering, the foods i buy for my #autistic child who has food issues are out of stock, how do i tell him he cant have that without causing meltdown you people are pricks!!",5.0853395,3.9924295
"the fact that i probably will not have my work close or cancel over covid-19 is kinda stupid.. i swear to god if i get this cuz of work, i am fucking suing.",9.2983675,4.1993017
"prepare yourself for when the #covid_19 panic is ovee and everything has settled.
do no stock up on toilet paper.
stock up on bitcoin and stocks. 
sell back at inflated prices later on.",9.631356,3.2941313
"corona virus got people going nuts at the grocery store...out of toilet paper? out of batteries? out of water? they must not know hood rules apply cuz first thing in the morning i'm taking all of these items from work and bringing them home ???
#hoodrules #covid_19",5.889931,2.191092
"? new podcast! ""the marc patrone show - march 12, 2020 - oil prices hit canada's economy, ontario's budget, covid-19 &amp; falling stock market"" on @spreaker #brampton #caledon #canadianeconomy #covid_19 #mississauga #oilpriceshitcanadaeconomy https://t.co/ayaqz8xhus",8.052436,5.671928
"@morethanmysle @mcspocky @joebiden to maximize #elderpurge of the infirmed,elderly population across america, creepy joe biden's #nwo zionist puppet masters want
no universal health care
keep drug prices 1,000x those in canada
cut social security
",7.6092243,4.084605
"look: shoppers wearing face masks stock up on food &amp; disinfectants, wait in line to pay at a supermarket in quezon city as #covid19 cases rise in the country | via @biancadava https://t.co/fzyqlcpp82",4.4805913,5.0923924
"stock up on food &amp; water asap before the forced quarantines for the deadly coronavirus.
https://t.co/wogxp8sooe
covid-19 covid19 stocks bonds silver gold slv gld intern nurse rn medstudent paramedic trucker patriot taxi prepper veteran hunter biker surfer bartender e3 eos bch xrp https://t.co/hrh9n4vicv",5.6310616,3.7872887
best part about working in a restaurant right now is having access to literally cases of tp and sanitizers. fuck all that grocery store hoarding shit. #thursdaymotivation #covid_19,7.589139,1.6430373
"wala, nakita ko lang :)

republic act 7394 - the consumer act of the philippines 
title iii.  protection against deceptive, unfair andunconscionable sales acts or practices

#covid_19  #coronaviruspandemic https://t.co/kkd33w5oco",6.0434885,5.082438
"we are just  only 3 months into #covid_19
* eu on lockdown
* america suspending all flight from eu 
* all sporting events postponed
*bitcoin crashed
*oil crashed 
*stock market crashed
* food &amp; medicine running out
*no president or celebrity is safe. 
  #coronaviruspandemic",8.08615,3.9156172
"no #toiletpaper #handsanitizer #disinfectant wipes  at #homedepot or #walmart !?got some yesterday from the grocery store but cause ppl r going nuts &amp; #stockpiling there's not enough 4the rest of us ""normals""? #coronaviruspandemic #coronaoutbreak #covid_19",6.302105,0.67342013
"#coronaviruspandemic #covid_19 #handsanitizer 
their was a post about hand sanitizer that was placed about us that has false prices. we have never sold any purells at $5.00 oz. we have over 200 happy local customers that have seen our prices.sorry for any confusion. all out stock https://t.co/lilp3nzunp",5.264713,4.881281
"athens stock exchange opening: nosedive 

equity prices were significantly dropping on the #athens stock exchange on thursday. the basic share price index was down 9.07 percent

https://t.co/dbtdv2bmgq

#greece #covid?19 #covid_19 #coronavirus",8.331644,5.780706
"bjp mp subramanian swamy has given zero hour notice in rajya sabha over the ""impact of high aviation fuel prices and #coronavirus on the domestic air services.""",5.7539,5.9198503
"been seeing a lot of tr*mp supporters posting misleading information about covid-19, downplaying the severity, misrepresentation of the # of cases, etc. 
thats fine. carry on as you were...licking retail store door handles and such. we dont need yall at the polls in november. https://t.co/0v48kt4vqk",9.5538225,4.5085793
"yesterday, i held a press call to discuss legal issues related to coronavirus (#covid2019), including consumer protection, fraud, misrepresentation and patient privacy laws. 

listen to a portion of the call here: https://t.co/as4xjxxr3k",5.8272796,5.134657
"coronavirus scare: in kashmir, people say bye bye to chinese food

in sgr restaurants, guests demand traditional wazwan instead of manchurian, chowmin, fried rice etc

kno

#kashmir #coronavirus",5.3193865,2.6121995
"services that will be in on high-demand in this covid-19 season;
- netflix and/or other on-demand video streaming ser
- high usage of internet/mobile data. 
- food delivery service/online shopping
- online training courses
- online video streaming and games 

#staysafeph",9.713519,4.754804
"please do not panic. 

there will be no food&amp;supply scarcity but there will be a logistical clusterfuck if everyone panicks and raids supermarket shelves like a meteor just hit the earth.

#covid_19",9.356546,2.1998634
"a friend of mine just got chewed out by her mgr for asking about a coworker. she is showing all signs for #covid_19 and was just at an international convention last week but the mgrs response? dont spread rumors. 

my friend is 8 months pregnant and this is at a grocery store",8.217822,2.6493497
its so weird being in a state where #covid_19 hasnt hit yet. life has still felt pretty normal despite all the pics ive seen online &amp; the coverage. today felt like the first day where ppl started acting differently. lotta ppl at the grocery store. feels foreboding.,8.157123,2.2677522
"if there were zero fans at the game last night, rudy gobert still could've spread the #coronavirus to a shitload of people, this isn't working, unless its a pharmacy, grocery store, gas station or medical facility, shut it down.",5.871854,3.0494258
"hopefully with this #coronavirus outbreak, it'll push businesses to offer online shopping *cough* car dealerships and small restaurants *cough*",6.2854133,4.5638022
"la coda allesselunga di via fauché, a #milano. adesso https://t.co/icdep0douh",8.601932,2.247252
"is it gay to use hand sanitizer to prevent coronavirus? 

pastor says only sissies &amp; pansies wash their hands to prevent #coronavirus

according to the conservative christian pastor, christians who use hand sanitizer have ""fake faith"" and ""no balls.""

https://t.co/zlki8h52la",5.3796296,4.1752887
egyptian retailers now touting online shopping ? in response to #coronavirus https://t.co/p3zfjjjyil,6.825881,4.410905
"ugh. nothing like people taking things out of context and then tweeting angrily about it. ??? 
*wash your hands 
*check in with the more vulnerable people around you, do they have food, medications?
*dont hoard, dont panic. 
#covid_19 #washyourhands https://t.co/oai3d7jmct",8.797834,2.9118237
"*rap beat*

shes the covid 19
self isolation queen
more toilet paper in her hands than i have ever seen,
this supermarket scene
perhaps a tad extreme
she turns and whispers darkly that 

its for the quarantine 

-mary in  the tesco queue volume 1

as you were
#covid_19",6.722671,-0.09090574
we have a whatsapp group in my apartment building. its currently being used to track shipment dates and times of toilet paper to our local supermarket. because 2020. #covid_19 #sydney,6.422378,0.062306553
"@kevinmornings @thekevinryder @jensenkarp @alliemackay , i get the #coronavirus is a big deal, but why stock up on tp? i dont get it?? stock up on water and food and meds. tp should be on the bottom of the list. ?????",5.627828,3.0986266
"all you crazies out there panic buying, please dont forget about your pets food. #covid_19",10.008969,1.6642966
? people with no disposable income cannot afford to panic-stock 14 days worth of food and goods. please consider a no-contact drop off of non-perishables to your local food pantry or donate some money to @feedingamerica. #coronavirus #covid19,6.1481123,2.6534376
consumers in the u.s. have been slow to embrace online grocery shopping until now. but that mentality is starting to change in the era of #coronavirus. @spgmarketintel's @katiearcieri reports: https://t.co/bwsbxnrqfc https://t.co/ucv82rkrbt,6.8769655,4.1425295
"all americans should be concerned w/ stock markets. 
liquidity &amp; credit. 
lack of liquidity can cause a credit crisis &amp; everything will freeze. 
-no medicine 
-no food 
-no supplies 
-empty stores. 

#coronavirusupdate #coronavirus 
@realdonaldtrump @speakerpelosi",7.8923836,5.3204985
"cdc urges elderly to stock up on food, stay home amid #coronavirus fears  https://t.co/yi0yqcabqp",5.086039,3.4057996
"who can't afford to stock up and elderly people are now stuck while you have 7 packets of toilet roll, 50 soaps and food rotting in the fridge. apparently there's been war in some shops in dublin, people making off with entire shelves and cans of beans thrown. cop on. #covid_19",7.1238704,0.12719283
"smartphones are the main devices for online shopping during peaks - seen at @digitalcityfest today. thanks @markbodoano!?? 

i reckon #retailers with mobile-responsive websites are likely to benefit the most from this #coronavirus #lockdown

thoughts??

#unifiedcommerce #dcf2020 https://t.co/1vnwbtvuqe",6.6754684,4.4570007
grocery store was total insanity. the stores are rationing toilet paper. everybody was buying that &amp; soap. did people not wash their hands or wipe their butts before this?? oh &amp; don't get me started on old/fat people on those motorized scooters... #coronavirus #wereallgonnadie,6.7019324,-0.12910543
"informoval jsem zástupce vech obchodních ?et?zc? o aktuálních opat?eních vlády. ?et?zce jsou zásobovány na 95 %, take není d?vod panika?it. zásoby potravin fakt nedojdou. není opravdu d?vod dnes obsadit a vykoupit supermarkety.",8.71824,2.6079679
state of the suburban grocery store during the time of #covid_19: thanksgiving + super bowl-level business. not a single shopping cart available 1/ https://t.co/4kl1ofom14,8.363934,-0.12923984
"americans stock up on food as covid-19 concerns rise. they are stocking up their pantries, as they prepare for a large-scale epidemic. according to figures from neilsen published this week, sales of medical supplies and non-perishable food have increased.. https://t.co/oexmucin1y",10.668775,3.326484
"for those complaining about schools not being closed when tomorrow you use the tube, bus, train, go to a supermarket, pub etc you could quite easily get #covid_19 just by going about your every day life.",8.691506,3.4226801
please check in on any elderly neighbours (preferably by phone). they will most probably have seen or heard the news about #coronavirus &amp; may be too scared to go out &amp; not have access to online shopping. make sure they have supplies. #bekind,6.7615104,3.7799578
just got a message a few hours ago that my school is closing down for the next month and the classes will be online. everyone's shopping cart is packed to the brim. this is actually getting serious. #covid_19 https://t.co/eckxmm9pxo,8.55403,3.4531488
"@daviec726 @brianstelter thank god someone is ""worried about the financials"", dave. 

""the financials"" pay people's bills. put food on the table. 

many people rely on the stock market for their retirement income. 

and yes: #coronavirus is a ",6.4257255,3.2337034
"real question, should i stock up on things i already have (dog food, cat food, litter, tampons, etc.)? how insane is this #coronavirus thing going to get? im not worried about the virus, im worried about being told to stay put with no supplies...",4.8786755,2.781667
"also, dont buy whatever they are selling because it will give them an ego boost. stop making them feel like you are patronizing their deeds, that its okay to sell necessities in higher prices because we will buy it anyway. #covid2019",6.9069777,3.0092175
"seeing resellers sell masks, alcohols and other necessities in prices which are 5-15x more expensive compared to srps makes me wonder how can people be so heartless, insensitive, and opportunistic in these times of crisis. #covid2019",8.3664465,3.9373407
people in masks queuing outside a supermarket in rome. glad to see people are cautious and taking measures #italy #coronaviruspandemic #covid_19 #socialdistancing https://t.co/4xseesyv4s,9.168157,0.22337234
"fuel at the lowest price in years however utility bills and fuel prices remain the same. 

someones making some serious cash out of this global crises. #covid_19 #covid19 #coronaviruspandemic",7.907374,6.131121
"when freaking out and buying all the supplies it's important to remember the facts, and that you can buy all the regular soap too!

#coronaviruspandemic
#covid_19

https://t.co/ugwmqbtgbj",6.2579308,0.6777207
experts saying stock up two weeks worth of food and supplies half of people live paycheck to paycheck how are they suppose to do that with no money 1 5 trillion handout to big banks but nothing for the struggling they didn t ask but how do we pay for it,6.321226,2.9415805
"shelves at my local grocery store are bare or ransacked. but it is nice to see everyone being friendly. letting other people in front of them in line, helping them find certain items and even making some toilet paper jokes. #covid_19 #remaincalmandkind",8.10037,0.5999477
"i'm going to say this right now!
what is wrong with people over this #covid_19 
when people are fighting over shit paper or food.
is sick to me!  i go to the store and i can't shop for anything! 
because panic feared idiot fools think world is coming to the end!",9.442187,3.257339
"went to the grocery store over lunch (just to pickup puppy food) and wow!

thursday afternoon and the place is rammed. 
1/3
#covid_19 #coronaviruspandemic https://t.co/0rhlgzbaxh",5.851947,1.4417111
"dont buy things in bulk

the stores won't run out of food and you can still make trips to the grocery store when needed. you are just hurting everyone by doing it.

these are precautions to control the virus early. we are still at an early stage in ire. do not panic.

#covid_19",7.645258,2.7955773
"government advice - no indoor gatherings more than 100.
every supermarket right now... #covid_19 #covid2019ireland https://t.co/pptwkzq3l8",8.4558525,0.46266934
"#coronavirus scare: in kashmir, people say bye bye to chinese food

in #srinagar restaurants, guests demand traditional wazwan instead of manchurian, chowmin, fried rice etc
https://t.co/kh6qqfv8rk
#corona 
#covid19 
#coronavirusupdates",5.3946304,2.6632214
we always use recycled toilet tissue. luckily for us this was all that was left in our local supermarket. were not stockpiling theres no need. #covid_19 #coronaviruspandemic #toiletpaper #stoppanicbuying #recycle #minimiseourhumanfootprint #mohf https://t.co/3f8pc8wwp1,6.124808,0.058358595
we should stock up on food in case cities we live in shutdown supermarkets because of this damn #coronavirus ? ehhh,5.191148,2.5226028
my husband just went to the store to stock up just in case. we are gonna gain 10 lbs from all eating all this junk food and i'm looking forward to it. #coronavirus #coronaviruspandemic,5.2645674,2.3020408
"just stood in line at the supermarket, let's see how long this takes.
#coronavirus #covid19 #covid_19",5.6564918,1.2192773
just want to take time and say prepare for covid-19 stock up on food and cleaning supplies and stay safe. hopefully we get a cure asap,9.715116,3.7017522
"this is not a joke, next week in croatia all restaurants, cofee shops, and shopping citys are going to be closed, even schools are going to be online, i hope that everyone will be safe #covid_19 #coronaviruspandemic by mary",6.9625125,3.3584836
"airlines: plane ticket prices are dropping because of the coronavirus. 

my cheap ass making bookings coz if i die i better die in paris
#coronaviruspandemic #covid_19",6.893678,6.2294707
"oh the irony of being in a crowded place to stock up on food and supplies so you can stay home to avoid crowds of people.

kroger #covid_19 #trumptheworstpresidentever",8.194612,2.0136683
there's some amount of clowns aroujnd the place when a supermarket chain had to put this out ? #covid_19 #coronavirusupdate #coronaoutbreak #coronaviruspandemic #coronavirusireland #covid19 #covid19ireland https://t.co/b2uy19xevx,6.4466696,1.2252249
"after the had reported of covid-19 infection in turkey??, hand disinfectantss prices increased four thousand percent. and supermarketss pasta and legumes or something stocks are over in metropoles.
#pandemia #breaking #covid_19 #coronaturkiye #coronavirus #covd19 #covid19 https://t.co/jue7v1xqbr",6.8164124,5.3015018
"#oil prices will keep falling until russia or saudi arabia hit pain point.
#bakarainvest 
#covid_19
https://t.co/fygry4dfv1",8.338383,5.8113394
"the world has shifted left, right and centre and yet the pakistani brands continue to skyrocket their bs prices. are they delusional?! ????? #covid_19",8.238683,0.57007194
"the pasta shelves in my local supermarket. pasta with a bog roll sauce anyone? 
#covid_19 #coronavirus #panicbuying https://t.co/ph9mdt4rla",5.1532855,1.8364395
"older lady at the grocery store was telling me how wonderful @realdonaldtrump is, and we should all listen to him because he is such a nice man.  i told her she was being duped &amp; to be safe #covid_19",7.8060384,1.6128818
why is toilet paper so important for #coronavirus?? if i'm stuck at home i'm going to stock up on food so i can fuckin eat!,5.7971954,-0.2648192
hey there @matthancock @borisjohnson my son has it so we have to self isolate. no online shopping delivery dates for 7 days. am sure you said this wouldnt happen on @bbcbreakfast ????? advice please. do we starve or do we spread it ?????????? #coronavirus,6.102775,3.2994366
"the basics of social distancing:
keep two metres away from other people. unless you're in the supermarket, in which case, pile on! have you all lost your minds? stoppit! #covid19",8.259019,1.7802938
"modern shipping container stalls at discounted prices. both 40ft with5or6stalls&amp;20ft with 3 stalls. best competitive market rates
? +254741299181 
?:kelvin@bertriconcontainers.com jkia #uhurukenyatta ksh 500 #passarisabortionkills baringo embu kenya airways #covid_19 #presspass https://t.co/qni6tchs62",7.7178173,4.6987505
"just saw this on amazon: shield against corona-virus: the best guide ever by ramond moroe https://t.co/ckw2ce8nve via @amazon
#corona
#coronavirus
#eureka_online_shopping",5.661477,4.1713076
serious ? best way to disinfect produce and other items brought home from grocery store. watched people pick up and replace fruit yesterday like it was nbd!? is running water over them sufficient!? tips welcome!! ?? #covid_19 #askabc2020 @chrisegan5,7.320546,0.6037273
"worried about coronavirus? you want to stock your pantry? check out this guide about healthy #non_perishable_food. 
#coronaviruspandemic #covid_19 #non_perishable_foods_list #survival_food
#non_perishables #non_expiring_food #emergency_food

https://t.co/syymvvcgdy https://t.co/wyxsfotkap",4.769826,2.9047859
americans stock up on food as covid-19 concerns rise https://t.co/fwlmjplain #covid19stockpiling https://t.co/5znza5lxt6,10.770504,3.389752
"""its really working out. and a lot of good things are going to happen. the consumer is ready, and the consumer is so powerful in our country with what weve done with tax cuts and regulation cuts and all of those things."" #covid19 #covid_19 #stablegenius  https://t.co/tcapwlzzpp",8.701186,4.407012
"2/3 there is no doubt that consumer behavior is different right now with heavy impacts on industries such as events, travel and hospitality. however, online touchpoints for giants like amazon are already seeing a spike in reach alongside brands like @clorox or @netflix. #covid_19",8.331323,4.281217
1/3 how are you encouraging your clients and consumers to think past this current situation? how is your consumer journey changing? #covid_19 #corona,9.140947,5.044865
"https://t.co/7xxzmpasju

dell desktops just in.hurry while stock lasts.the prices ??.check them out in our page ??
#uhurukenyatta 
naivasha
#passarisabortionkills 
#covid_19 
#ikokazike",9.077196,5.290506
"dunno if you e heard, but theres this thing going around called covid-19? ???? i thought id write my first world problems about it...
https://t.co/fcldoez0h6",9.673381,4.332954
"the local giant grocery store shortly after the governor effectively shut down montgomery county, pa. #covid_19 #panicbuying https://t.co/e2f23f7uzb",8.750816,1.5702167
when ur in line at the supermarket alongside someone who brought a sick and coughing child along for the ride. #coronaviruspandemic #covid_19 https://t.co/n1acvlgla3,5.893666,1.3195866
"the psychology of consumer panic buying in the midst of the covid-19 outbreak. #covid_19
https://t.co/n9hpx2um7f",9.540765,2.9371932
"#trollingforgood 
kudos &amp; gratitude to consumer protection attorney, us rep @katieporteroc (katie porter) of @housefloor for 
citing an existing us federal law requiring cdc pay for costs of diagnostic testing for anyone when needed

#coronavirus #covid19 #covid_19 coronavirus",5.850494,4.854866
"today was the most crowded i have ever seen the grocery store during #covid_19. maybe people heard the speech last night, and the fact we are waiting for @jaredkushner to gain knowledge on this before trump proceeds.

i take it back, a zombie apocalypse looks better now.",8.122713,1.654188
genuinely don't understand the point of stockpiling toilet paper. that is literally the last thing i would stockpile. worst case scenario you just use a towel. food is what you should be concerned about. ????,6.113056,-0.34314963
welp. im panicking. not about the coronavirus. panicked that stores wont have food or tylenol for the kids etc. or that prices will be obscene. gov needs to protect us from being gouged during this crisis. @premierscottmoe @justintrudeau @skgov #skpoli #covid_19 #coronavirus,5.9148183,2.982781
"convenience retailers #coronavirusupdates #covid2019 can #lysol and #clorox products kill the #coronavirus? the answer is ... complicated https://t.co/ovx1lm8jrd.  foodservice, retail #cleanculture #clean convenience store training https://t.co/xxfihcbtwj",5.610804,3.511068
"i just went out in the world, &amp; there was regular commute traffic backups on the streets, plenty of people at the grocery store (tp &amp; paper towels in stock), &amp; a normal # of people at cvs. so, it seems like any other ordinary day in northern california. ???? #covid_19 life.",7.5400624,2.6713657
"the economic impact of coronavirus:
already china is experiencing disruption in industrial activities. in other parts of the world like spain, usa and asia oil prices are plunging and dragging down stock market.
#covid_19 #discourseatuon https://t.co/4km7m5q6po",7.145228,5.491972
"i've been to #costco to grocery shop, it's armageddon, it's panic buying &amp; trolley wars, yet the mood of the store was sedate, no laughter, no talking, just people filling their trolley's to the brim. they had 400 people waiting at the doors this morning, a new record. #covid_19",8.099796,1.5959443
"in a #cnbctv18exclusive chat, praveer sinha of tata power says #covid2019 has not affected coal prices https://t.co/8fbfwkc0n5",9.423907,4.806794
"if you have a #retail store you need a #cleaning schedule. at #cannarelief #mississauga we disinfect the payment machines, counters, door handles, several times per day and spray with #lysol. no one comes to work ill. we have 4 #handsanitizers instore. the new normal. #covid_19",7.625938,1.8043568
"not a full 24hrs since guyana declared its first #covid_19 case and the nation is panicking.

pharmacies and other sellers of cleaning agents have quadrupled prices.

misinformation is rampant and the public health ministry is not doing enough to bring about a sense of calm.",9.629387,3.9560962
"it was pretty metal at the grocery store today.
#covid_19",7.9578414,0.12966935
private companies are using the #covid_19 crises to extort the public.  price-gouging during times of crises is unethical and you as the consumer should take note of who did what in your time of need.,9.616566,4.4946036
"there was no meat at my local supermarket yesterday and very few packages of pasta. at the end of the day portugal should be ashamed! this is shameful and this needs to be shown. again, it's important to be safe from the #covid_19, but don't panic, that will get us nowhere.",9.235844,1.3061093
"everyone is out there buying toilet paper and canned food but if i am stuck at home, i am going to stock up on things i love - wine, epsom salts and chocolate! #coronavirus #covid19 #icansurviveonchocolate",5.7613215,0.59580773
today my mother tried to barter her chicken for toilet paper in our local grocery store. she was successful. not sure if im proud or horrified. #coronavirus,6.1798925,0.67219144
"if you wander into a supermarket this week, be nice to the shop assistant - theyve been dealing with nothing but shitehawks for days now #covid_19 #coronavirus #bekind",6.430052,1.4200473
"i think online shopping has a great future

fuck you #covid_19",9.847579,5.404654
bet all the elderly people who are maybe already struggling to get shopping as it is with all the panic buying just love when a random stranger stops to take a pic of them to post online for likes and shares. imagine that was your gran?????????? #thinkaboutit #coronavirus,7.3246617,1.8276397
"we dont have enough test available. we don't have designated trailers available for quarantine patients. did you even tell people to save money because the stock market is tanking. and people on self quarantine for two weeks may need assistance for bill's and food
#covid_19 3/6",6.5627327,3.7735107
"the fact that you can't get tested in many places for #covid_19 without answering yes to ""have you been in contact with anyone from china, south korea, or italy"" is an absurdity. how would you even know? personally, i don't ask everyone at the grocery store where they've been.",7.922167,2.4546127
going to the grocery store was v dystopian like all i wanted was some broccoli and i left with severe anxiety. #covid_19,7.6215672,1.2080218
"this week my dad went to the grocery store and was followed (unintentionally) around the store by a man who was coughing the entire time. dont do this, people! #covid_19",6.674955,1.2579247
just got back from a major retail store and the majority of the water bottles are out #covid_19 https://t.co/ksnyf6e3kk,6.6966405,0.9241395
all this proves is that the world could run at a lesser cost if we wanted. these people literally define prices by demand. is this not a joke? #covid_19,9.977082,4.2328925
"dear folks... buying pasta, chopped tomatoes and bog roll, won't protect you from coronavirus. crazy what i've just witnessed in the local supermarket. absolute fannies #coronaviruspandemic #coronavirusupdate #coronaoutbreak #covid_19",5.073554,2.0668838
"3h into the #norway - #covid_19  shutdown. i get to the store to grab some milk. there are a billion cars outside the little grocery store and people are freaking out inside, buying everything between heaven and earth. best thing is -the grocery stores aren't even shutting down.",8.281059,1.8942558
"this #coronaviruspandemic is having a drastic effect on the sick and elderly. no-one wants to visit them. the isolated, lonely &amp; vulnerable are becoming even more so, &amp; they are mostly excluded from online shopping, advice, support and information.
#ageuk #loneliness #coronavirus https://t.co/8jptgt3fcm",6.223987,3.9630635
in case youre wondering if people are losing their minds at the grocery store... they are! #covid_19 #yikes https://t.co/emalsi4695,8.2722645,0.48562348
"@berniesanders tell the ppl be smart make hand sanitizer w isopropyl alcohol 70% &amp; aloe vera when in public.

go to grocery store when they open so there's nobody there or before close. basically avoid high traffic areas or busy times #covid_19 sp",4.857249,4.27351
"during the #covid_19 bubble times, the best investment is flight tickets. just have a look at the prices.",7.255115,6.558889
"us consumer prices unexpectedly rose in february but could drop in months ahead as covid-19 depresses demand for some goods &amp; services, outweighing price increases related to shortages caused by disruptions to supply chain.
https://t.co/ta4gzwk3nx",10.217593,4.043151
theres def gatherings of more than 100 people in every supermarket in the country rn?? close all schools and colleges but lets all go shop at the same time and stand right beside each other in queues ????? #covid_19,8.37474,0.4623249
"people are flooding supermarkets, touching the same baskets, touching products and putting them back, crowding small places. we dont have a system as a society to buy stuff in the supermarket safely in case of a virus like #covid_19",6.8379393,2.2260203
"now is the time for @netflix @primevideo and others to lower their prices and get some new people in. be forthcoming in this time of recommended social distancing. it will be a smart ""investment"" in the long run.
#covid19 #coronaviruspandemic #covid_19 #netflix #primevideo",9.55057,4.982113
@shereka45482005 @jamaicaobserver hope they also limiting the how they hike up the prices of products that are currently in demand ? twice and three times the original price is not beneficial to all in a crisis situation. spare a thought for those who wil,7.818577,4.7165685
"my local supermarket looks like it's been looted with how people are panic buying over #covid_19.

calm down. shops aren't closing down, they're still gonna be supplied.",8.076248,0.6871572
"this could be all the work of china and russia(oil prices) to hurt trump, it's not like these communists haven't killed millions of their own people for political reasons before.

 @realdonaldtrump.

change my mind. 

#coronaviruspandemic #covid_19 #covd19
https://t.co/pcrzh0a7um",8.0862055,5.49796
"*offer rides to grocery store and/or pharmacy. 
if you dont have a car, offer to help pay for a taxi and assist them in carrying enough supplies to last a quarantine. 
#mutualaid #corvid19 #coronavirus",6.3101854,3.8794565
we dont know when or how #coronavirus will end. we do know that uncertainty should not be preyed upon. https://t.co/unugilczjg https://t.co/ha6ubhb0el,5.7722898,4.235054
how do you think companies like facebook and amazon are doing in the fight to combat #coronavirus misinformation? the challenging work reveals current limitations. #covid_19  https://t.co/902ujhuqxr,6.8126884,4.6514883
"here's a novel idea... there is panic that the healthcare system, paid family leave and systems for food security can't handle the influx that's about to happen, but what if we had already had those in place?think of the amount of fear that would be decreased. #covid_19 https://t.co/m9bqtgtsxv",9.315278,2.4416518
